Timestamp,Label,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,IR
2025-02-26 08:23:13.423730,awake,10.01255,1.235408,1.130063,-0.052493,0.02558,-0.020518,116053
2025-02-26 08:23:13.423730,awake,10.01495,1.228225,1.144428,-0.05276,0.024781,-0.020518,115680
2025-02-26 08:23:13.423730,awake,9.995792,1.237802,1.120486,-0.052493,0.023715,-0.020784,115275
2025-02-26 08:23:13.423730,awake,10.02452,1.223437,1.132457,-0.052493,0.025047,-0.02185,115067
2025-02-26 08:23:13.423730,awake,10.01495,1.233014,1.130063,-0.053292,0.024248,-0.019718,114982
2025-02-26 08:23:13.423730,awake,10.00537,1.216254,1.118092,-0.052493,0.024515,-0.020251,115040
2025-02-26 08:23:13.423730,awake,10.01255,1.233014,1.120486,-0.052227,0.024248,-0.019718,115087
2025-02-26 08:23:13.423730,awake,10.01016,1.249773,1.125275,-0.053026,0.022916,-0.020784,115083
2025-02-26 08:23:13.424727,awake,9.991004,1.252167,1.118092,-0.05276,0.022383,-0.020251,115065
2025-02-26 08:23:13.424727,awake,10.01016,1.244985,1.132457,-0.053026,0.022383,-0.020251,115112
2025-02-26 08:23:13.424727,awake,10.00537,1.240196,1.106121,-0.052493,0.022383,-0.020518,115237
2025-02-26 08:23:13.424727,awake,10.00537,1.235408,1.103727,-0.052493,0.023982,-0.020251,115259
2025-02-26 08:23:13.424727,awake,9.983821,1.218649,1.125275,-0.052493,0.023182,-0.019185,115065
2025-02-26 08:23:13.424727,awake,10.00058,1.233014,1.113304,-0.052227,0.022916,-0.019718,115511
2025-02-26 08:23:13.424727,awake,10.00058,1.240196,1.11091,-0.053292,0.022649,-0.019185,115713
2025-02-26 08:23:13.424727,awake,10.00776,1.235408,1.118092,-0.05276,0.023449,-0.018919,115854
2025-02-26 08:23:13.424727,awake,9.986216,1.237802,1.115698,-0.052227,0.024515,-0.019185,115991
2025-02-26 08:23:13.424727,awake,10.01255,1.23062,1.137246,-0.052493,0.023449,-0.020518,116054
2025-02-26 08:23:13.424727,awake,10.03649,1.233014,1.113304,-0.052227,0.024515,-0.019718,116088
2025-02-26 08:23:13.424727,awake,10.01973,1.244985,1.122881,-0.05276,0.023715,-0.019452,116105
2025-02-26 08:23:13.424727,awake,10.01255,1.225831,1.098939,-0.053292,0.024248,-0.019185,116054
2025-02-26 08:23:13.424727,awake,10.01255,1.23062,1.098939,-0.052493,0.023982,-0.020518,116059
2025-02-26 08:23:13.424727,awake,9.986216,1.235408,1.115698,-0.052493,0.023182,-0.021317,116034
2025-02-26 08:23:13.424727,awake,10.01734,1.242591,1.108515,-0.053292,0.022383,-0.018919,116086
2025-02-26 08:23:13.424727,awake,10.00776,1.244985,1.101333,-0.053026,0.02185,-0.020251,116145
2025-02-26 08:23:13.424727,awake,9.983821,1.237802,1.11091,-0.053559,0.022383,-0.019452,116147
2025-02-26 08:23:13.424727,awake,9.993398,1.242591,1.122881,-0.052493,0.024515,-0.018919,116191
2025-02-26 08:23:13.424727,awake,10.00537,1.233014,1.11091,-0.05276,0.024515,-0.018919,116300
2025-02-26 08:23:13.424727,awake,10.01973,1.228225,1.118092,-0.05196,0.023715,-0.020251,116388
2025-02-26 08:23:13.424727,awake,10.02692,1.237802,1.101333,-0.052227,0.024515,-0.019718,116519
2025-02-26 08:23:13.424727,awake,10.01734,1.235408,1.130063,-0.052227,0.024248,-0.021583,116493
2025-02-26 08:23:13.424727,awake,10.01016,1.244985,1.101333,-0.05276,0.023982,-0.020251,116550
2025-02-26 08:23:13.424727,awake,10.01255,1.244985,1.113304,-0.052227,0.023449,-0.020518,116388
2025-02-26 08:23:13.424727,awake,10.02213,1.23062,1.118092,-0.052493,0.022649,-0.019452,116686
2025-02-26 08:23:13.424727,awake,10.00776,1.235408,1.106121,-0.051427,0.024515,-0.020518,116736
2025-02-26 08:23:13.424727,awake,10.01495,1.233014,1.115698,-0.053292,0.023715,-0.019452,116818
2025-02-26 08:23:13.424727,awake,10.01734,1.244985,1.127669,-0.052493,0.022649,-0.018119,116856
2025-02-26 08:23:13.424727,awake,10.01495,1.216254,1.127669,-0.052493,0.024248,-0.019718,116740
2025-02-26 08:23:13.424727,awake,9.998186,1.235408,1.130063,-0.053026,0.024515,-0.020518,116389
2025-02-26 08:23:13.424727,awake,9.995792,1.244985,1.115698,-0.05276,0.024781,-0.020784,115969
2025-02-26 08:23:13.424727,awake,10.01734,1.233014,1.11091,-0.052493,0.024515,-0.019452,115531
2025-02-26 08:23:13.424727,awake,10.01734,1.23062,1.134852,-0.05276,0.023182,-0.020251,115299
2025-02-26 08:23:13.424727,awake,9.983821,1.23062,1.122881,-0.053559,0.024781,-0.019718,115157
2025-02-26 08:23:13.424727,awake,9.998186,1.235408,1.096544,-0.053292,0.025847,-0.019985,115142
2025-02-26 08:23:13.424727,awake,10.03649,1.228225,1.103727,-0.052227,0.023449,-0.019185,115276
2025-02-26 08:23:13.424727,awake,10.01734,1.254562,1.120486,-0.053026,0.023982,-0.020784,115448
2025-02-26 08:23:13.424727,awake,10.01016,1.242591,1.132457,-0.053292,0.024781,-0.019985,115571
2025-02-26 08:23:13.424727,awake,10.00297,1.221043,1.142034,-0.053026,0.024781,-0.019452,115663
2025-02-26 08:23:13.424727,awake,10.01255,1.254562,1.125275,-0.053292,0.024781,-0.020518,115690
2025-02-26 08:23:13.424727,awake,10.01255,1.228225,1.130063,-0.052493,0.023982,-0.020251,115821
2025-02-26 08:23:13.424727,awake,10.00537,1.233014,1.089362,-0.052227,0.023982,-0.019985,115964
2025-02-26 08:23:13.424727,awake,10.01973,1.223437,1.137246,-0.05276,0.023182,-0.019718,116046
2025-02-26 08:23:13.424727,awake,10.02213,1.244985,1.120486,-0.053292,0.023982,-0.020251,116128
2025-02-26 08:23:13.424727,awake,9.983821,1.242591,1.113304,-0.053026,0.025847,-0.019185,116161
2025-02-26 08:23:13.424727,awake,9.993398,1.21386,1.089362,-0.051694,0.023182,-0.019185,116218
2025-02-26 08:23:13.424727,awake,10.00297,1.223437,1.09415,-0.053559,0.023449,-0.019185,116281
2025-02-26 08:23:13.424727,awake,10.00537,1.225831,1.134852,-0.051694,0.023982,-0.019718,116341
2025-02-26 08:23:13.424727,awake,10.02692,1.233014,1.115698,-0.053026,0.025314,-0.02185,116387
2025-02-26 08:23:13.424727,awake,9.986216,1.235408,1.09415,-0.052227,0.024248,-0.020518,116440
2025-02-26 08:23:13.424727,awake,10.00537,1.235408,1.084573,-0.05276,0.021583,-0.018919,116559
2025-02-26 08:23:13.424727,awake,10.01734,1.249773,1.113304,-0.052493,0.023982,-0.019718,116583
2025-02-26 08:23:13.424727,awake,10.01255,1.21386,1.115698,-0.052493,0.02185,-0.021051,116617
2025-02-26 08:23:13.424727,awake,9.991004,1.235408,1.122881,-0.052227,0.024248,-0.019985,116711
2025-02-26 08:23:13.424727,awake,9.991004,1.225831,1.130063,-0.053292,0.023982,-0.019718,116795
2025-02-26 08:23:13.424727,awake,9.983821,1.228225,1.096544,-0.052227,0.023982,-0.019985,116886
2025-02-26 08:23:13.424727,awake,10.00776,1.225831,1.115698,-0.05276,0.023982,-0.019985,116915
2025-02-26 08:23:13.424727,awake,10.01016,1.225831,1.13964,-0.05276,0.02558,-0.020251,116907
2025-02-26 08:23:13.424727,awake,10.02213,1.244985,1.137246,-0.052493,0.023715,-0.020784,116891
2025-02-26 08:23:13.424727,awake,9.991004,1.23062,1.101333,-0.052493,0.023982,-0.019985,116871
2025-02-26 08:23:13.424727,awake,10.02692,1.242591,1.120486,-0.052493,0.023182,-0.020251,116972
2025-02-26 08:23:13.424727,awake,10.02213,1.221043,1.113304,-0.053026,0.024781,-0.019185,117041
2025-02-26 08:23:13.424727,awake,10.00058,1.235408,1.089362,-0.053026,0.023182,-0.020251,117096
2025-02-26 08:23:13.424727,awake,10.02692,1.228225,1.118092,-0.053292,0.025314,-0.019718,117031
2025-02-26 08:23:13.424727,awake,9.993398,1.247379,1.125275,-0.05196,0.024248,-0.021051,117022
2025-02-26 08:23:13.424727,awake,9.995792,1.240196,1.108515,-0.05276,0.023982,-0.019718,117014
2025-02-26 08:23:13.424727,awake,9.995792,1.244985,1.130063,-0.053026,0.023715,-0.019185,116919
2025-02-26 08:23:13.424727,awake,9.998186,1.218649,1.115698,-0.053026,0.023982,-0.020251,116641
2025-02-26 08:23:13.424727,awake,10.02452,1.223437,1.127669,-0.052227,0.023982,-0.019185,116203
2025-02-26 08:23:13.424727,awake,10.00058,1.242591,1.096544,-0.053026,0.023715,-0.019718,115829
2025-02-26 08:23:13.424727,awake,10.01495,1.237802,1.106121,-0.05276,0.024515,-0.020251,115451
2025-02-26 08:23:13.424727,awake,10.00537,1.23062,1.096544,-0.052227,0.023182,-0.019452,115388
2025-02-26 08:23:13.424727,awake,10.01495,1.223437,1.125275,-0.052493,0.023449,-0.020251,115399
2025-02-26 08:23:13.424727,awake,9.993398,1.228225,1.115698,-0.052493,0.023449,-0.019452,115503
2025-02-26 08:23:13.424727,awake,10.01495,1.237802,1.118092,-0.053825,0.023449,-0.019985,115644
2025-02-26 08:23:13.424727,awake,10.01973,1.242591,1.108515,-0.053026,0.024515,-0.020251,115856
2025-02-26 08:23:13.424727,awake,9.983821,1.247379,1.130063,-0.05276,0.023182,-0.019985,116008
2025-02-26 08:23:13.424727,awake,10.00537,1.218649,1.113304,-0.05276,0.023715,-0.020251,116175
2025-02-26 08:23:13.424727,awake,10.01016,1.252167,1.118092,-0.05196,0.023449,-0.019185,116385
2025-02-26 08:23:13.424727,awake,10.00297,1.240196,1.127669,-0.05196,0.022649,-0.020518,116439
2025-02-26 08:23:13.424727,awake,10.00537,1.242591,1.11091,-0.053026,0.022649,-0.020518,116558
2025-02-26 08:23:13.424727,awake,10.01495,1.233014,1.113304,-0.052227,0.023182,-0.019985,116653
2025-02-26 08:23:13.424727,awake,10.00058,1.23062,1.096544,-0.05276,0.024515,-0.020251,116740
2025-02-26 08:23:13.424727,awake,10.00537,1.23062,1.086968,-0.053292,0.025047,-0.019185,116814
2025-02-26 08:23:13.424727,awake,9.995792,1.235408,1.142034,-0.053559,0.023449,-0.019985,116888
2025-02-26 08:23:13.424727,awake,10.00776,1.225831,1.115698,-0.05276,0.023449,-0.020518,116871
2025-02-26 08:23:13.424727,awake,9.991004,1.223437,1.11091,-0.052227,0.023449,-0.021317,116844
2025-02-26 08:23:13.424727,awake,10.02692,1.223437,1.122881,-0.053026,0.024248,-0.020784,116771
2025-02-26 08:23:13.424727,awake,10.00776,1.235408,1.11091,-0.053292,0.024515,-0.020784,116742
